host_response_rate,host_acceptance_rate,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,number_of_reviews,review_scores_rating
100%,85%,49.2827,-123.1241,3,2.0,2.0,$117.00,30,65,98.0
100%,75%,49.27638,-123.12394,2,,1.0,$100.00,30,155,98.0
90%,40%,49.28035,-123.12343,2,1.0,1.0,$85.00,30,16,98.0
100%,100%,49.25853,-123.08005,4,3.0,3.0,$130.00,10,10,92.0
100%,100%,49.24731,-123.08777,2,1.0,1.0,$99.00,1,621,98.0
100%,100%,49.24243,-123.04059,6,3.0,3.0,$169.00,2,220,94.0
95%,99%,49.27105,-123.18246,4,2.0,2.0,$120.00,30,79,95.0
100%,0%,49.2804,-123.10571,2,1.0,1.0,$279.00,60,2,90.0
,,49.24429,-123.0884,4,2.0,2.0,$180.00,30,22,100.0
100%,60%,49.28506,-123.11247,1,1.0,1.0,$42.00,90,12,83.0
100%,88%,49.27832,-123.12109,2,,1.0,$109.00,30,23,100.0
100%,89%,49.27549,-123.06406,4,2.0,0.0,$185.00,2,189,99.0
100%,91%,49.26914,-123.05684,2,1.0,1.0,$149.00,1,296,96.0
100%,100%,49.28722,-123.12588,2,1.0,1.0,$139.00,360,28,99.0
100%,,49.27016,-123.17693,5,3.0,3.0,$600.00,5,19,99.0
90%,100%,49.27152,-123.06947,4,1.0,2.0,$125.00,30,72,96.0
,,49.27851,-123.09941,3,1.0,2.0,$125.00,4,39,97.0
,,49.28512,-123.05801,2,,1.0,$60.00,85,1,100.0
93%,36%,49.28084,-123.12598,2,1.0,1.0,$89.00,30,6,100.0
,100%,49.28698,-123.13246,7,1.0,2.0,$149.00,30,60,96.0
100%,88%,49.27453,-123.12461,4,2.0,2.0,$424.00,30,12,98.0
100%,100%,49.24554,-123.05089,2,,1.0,$75.00,2,207,98.0
,,49.26698,-123.16059,2,,0.0,$95.00,30,9,100.0
100%,100%,49.24347,-123.17806,1,1.0,1.0,$70.00,30,187,98.0
100%,63%,49.28669,-123.06221,4,1.0,2.0,$100.00,5,396,94.0
,,49.26867,-123.10487,4,1.0,2.0,$110.00,90,22,94.0
100%,0%,49.28941,-123.12908,2,1.0,1.0,$126.00,30,21,98.0
100%,100%,49.27675,-123.06537,5,2.0,2.0,$135.00,2,283,99.0
100%,98%,49.24036,-123.18393,8,3.0,4.0,$250.00,30,85,100.0
,,49.28221,-123.13633,2,,1.0,$135.00,30,47,98.0
,,49.27818,-123.13048,2,1.0,1.0,$250.00,270,0,
,,49.27572,-123.06039,8,3.0,3.0,$263.00,2,20,94.0
75%,0%,49.26442,-123.19224,8,4.0,4.0,$550.00,3,33,100.0
,0%,49.27674,-123.05264,2,1.0,1.0,$115.00,5,71,95.0
100%,60%,49.24506,-123.09533,8,3.0,4.0,$529.00,30,26,99.0
,,49.26774,-123.1611,2,1.0,1.0,$249.00,30,9,100.0
0%,,49.26649,-123.12179,6,2.0,3.0,$188.00,30,6,92.0
,100%,49.26706,-123.13581,3,1.0,1.0,$95.00,30,4,100.0
100%,88%,49.24748,-123.10906,4,2.0,2.0,$161.00,3,13,95.0
100%,100%,49.27702,-123.03282,1,1.0,1.0,$30.00,30,18,91.0
100%,65%,49.26407,-123.03992,2,1.0,1.0,$40.00,10,53,94.0
,,49.27809,-123.12919,3,2.0,2.0,$196.00,60,14,93.0
100%,100%,49.26329,-123.09956,4,1.0,2.0,$299.00,3,43,100.0
100%,,49.27912,-123.12066,4,2.0,2.0,$350.00,30,37,97.0
100%,100%,49.26071,-123.09265,10,5.0,5.0,$650.00,3,56,97.0
,67%,49.25076,-123.10873,2,2.0,1.0,$125.00,30,71,98.0
100%,89%,49.27729,-123.11603,6,2.0,3.0,$249.00,1,29,94.0
,,49.2716,-123.06175,3,1.0,1.0,$125.00,5,5,96.0
100%,86%,49.26829,-123.11354,4,2.0,2.0,$275.00,90,5,100.0
,,49.28104,-123.11013,3,,0.0,$75.00,180,16,90.0
0%,0%,49.27942,-123.13355,2,1.0,1.0,$144.00,30,172,99.0
89%,100%,49.24373,-123.04979,2,1.0,1.0,$68.00,30,11,84.0
100%,83%,49.28113,-123.10764,5,2.0,2.0,$529.00,30,268,98.0
,,49.29241,-123.13471,2,1.0,1.0,$105.00,30,4,95.0
100%,70%,49.26725,-123.15054,1,1.0,0.0,$69.00,2,103,95.0
,100%,49.26644,-123.08922,2,1.0,1.0,$115.00,30,43,96.0
,,49.27177,-123.06063,6,3.0,3.0,$340.00,3,51,99.0
100%,100%,49.27773,-123.03318,1,1.0,1.0,$33.00,30,18,92.0
,0%,49.26629,-123.18524,6,3.0,3.0,$500.00,5,6,90.0
100%,91%,49.27806,-123.13061,2,,1.0,$86.00,6,51,95.0
81%,64%,49.25472,-123.03387,2,1.0,0.0,$26.00,30,57,96.0
100%,86%,49.26049,-123.17747,3,1.0,1.0,$145.00,2,245,99.0
100%,100%,49.28695,-123.12654,1,1.0,1.0,$49.00,30,245,97.0
100%,100%,49.27183,-123.15549,3,2.0,2.0,$210.00,30,20,85.0
85%,78%,49.2668,-123.15955,2,1.0,1.0,$65.00,2,20,100.0
,,49.27534,-123.0659,2,1.0,1.0,$240.00,7,25,98.0
100%,70%,49.2482,-123.09623,2,,1.0,$90.00,14,213,97.0
33%,11%,49.24197,-123.10083,5,3.0,3.0,$130.00,31,0,
,100%,49.29019,-123.12637,2,1.0,1.0,$55.00,30,120,99.0
100%,100%,49.28997,-123.12325,2,1.0,1.0,$80.00,30,334,96.0
100%,100%,49.27853,-123.09265,3,2.0,2.0,$113.00,2,230,98.0
,,49.27878,-123.11624,4,2.0,2.0,$250.00,399,2,
100%,33%,49.26408,-123.12831,2,2.0,2.0,$140.00,4,25,97.0
,100%,49.27954,-123.0919,2,1.0,1.0,$99.00,2,101,98.0
90%,100%,49.23443,-123.10683,6,2.0,2.0,$325.00,30,85,98.0
,,49.2439,-123.08738,4,2.0,2.0,$115.00,1,133,97.0
100%,100%,49.2539,-123.17975,3,1.0,1.0,$155.00,30,18,99.0
,,49.22347,-123.14169,2,1.0,2.0,$93.00,4,120,95.0
,,49.26484,-123.09867,2,1.0,1.0,$179.00,30,41,95.0
,100%,49.217,-123.09479,8,4.0,5.0,$199.00,3,17,96.0
100%,95%,49.28373,-123.13267,2,1.0,1.0,$70.00,1,284,98.0
100%,,49.22261,-123.10396,8,4.0,4.0,$275.00,30,21,95.0
100%,100%,49.22609,-123.16761,2,1.0,1.0,$145.00,2,81,100.0
,,49.24631,-123.08651,2,1.0,1.0,$120.00,30,12,100.0
100%,100%,49.28122,-123.02748,2,1.0,1.0,$120.00,2,86,97.0
100%,94%,49.25962,-123.16809,2,1.0,1.0,$113.00,2,121,98.0
,,49.25228,-123.02808,2,1.0,1.0,$59.00,5,28,81.0
80%,64%,49.2308,-123.07286,2,1.0,1.0,$83.00,30,66,98.0
95%,85%,49.27832,-123.12194,4,1.0,2.0,$151.00,1,303,87.0
,,49.23738,-123.06686,4,2.0,2.0,$70.00,30,26,90.0
100%,70%,49.2693,-123.15204,1,1.0,1.0,$49.00,2,122,96.0
100%,20%,49.26746,-123.12785,4,2.0,2.0,$249.00,5,6,100.0
90%,62%,49.26514,-123.16635,6,3.0,3.0,$395.00,3,36,100.0
100%,100%,49.27563,-123.08911,6,2.0,2.0,$349.00,30,37,98.0
100%,70%,49.22013,-123.09624,16,5.0,9.0,$320.00,1,243,89.0
100%,30%,49.27842,-123.133,2,1.0,1.0,$67.00,30,83,93.0
,,49.28054,-123.05241,2,,0.0,$129.00,4,77,97.0
100%,100%,49.26686,-123.09706,2,1.0,0.0,$195.00,7,19,91.0
,,49.27042,-123.06965,2,1.0,1.0,$87.00,2,159,99.0
100%,100%,49.2559,-123.18094,3,1.0,3.0,$98.00,30,22,95.0
100%,100%,49.28426,-123.02832,3,1.0,2.0,$169.00,2,69,99.0
0%,0%,49.24679,-123.08347,5,2.0,2.0,$105.00,31,59,99.0
,,49.29277,-123.13785,2,1.0,1.0,$115.00,2,18,99.0
,100%,49.26405,-123.18769,6,2.0,3.0,$200.00,30,52,99.0
100%,86%,49.2524,-123.10314,10,4.0,6.0,$291.00,3,65,97.0
100%,71%,49.26595,-123.09794,2,,1.0,$205.00,3,112,98.0
100%,83%,49.2661,-123.1833,2,,1.0,$65.00,30,101,99.0
80%,79%,49.23383,-123.04672,2,1.0,1.0,$60.00,30,41,96.0
,80%,49.26047,-123.08027,4,1.0,2.0,$89.00,1,172,97.0
93%,36%,49.27777,-123.11919,2,1.0,1.0,$79.00,30,4,90.0
100%,97%,49.28185,-123.10456,2,1.0,1.0,$192.00,1,528,99.0
,,49.27576,-123.06508,7,3.0,4.0,$225.00,3,16,92.0
100%,94%,49.22239,-123.03277,4,1.0,3.0,$78.00,1,16,98.0
,,49.28043,-123.10787,2,1.0,1.0,$199.00,1,199,96.0
,,49.28062,-123.10494,2,1.0,1.0,$200.00,2,7,97.0
92%,94%,49.25979,-123.11194,2,1.0,1.0,$65.00,1,299,96.0
,,49.26634,-123.09807,4,1.0,1.0,$89.00,2,0,
,,49.27765,-123.11536,4,,1.0,$125.00,30,5,92.0
,,49.27667,-123.12752,3,1.0,1.0,$150.00,30,2,100.0
100%,,49.26984,-123.17918,6,3.0,0.0,$635.00,7,7,97.0
100%,83%,49.21311,-123.11348,1,1.0,1.0,$34.00,31,49,93.0
100%,100%,49.28253,-123.0918,2,1.0,1.0,$118.00,1,145,97.0
100%,67%,49.26443,-123.09925,2,1.0,1.0,$85.00,2,23,90.0
100%,80%,49.26559,-123.14014,4,1.0,1.0,$376.00,2,45,96.0
100%,50%,49.24672,-123.09614,5,3.0,4.0,$350.00,7,14,100.0
,,49.27656,-123.13123,2,1.0,1.0,$75.00,4,5,100.0
100%,88%,49.27991,-123.1054,2,,1.0,$129.00,30,121,93.0
100%,83%,49.21306,-123.11307,1,1.0,0.0,$34.00,31,60,92.0
100%,83%,49.21295,-123.11193,2,1.0,1.0,$45.00,31,53,96.0
100%,83%,49.21231,-123.11193,2,1.0,1.0,$46.00,31,48,92.0
100%,83%,49.21121,-123.11208,1,1.0,1.0,$37.00,31,31,94.0
100%,83%,49.21285,-123.11361,6,2.0,3.0,$100.00,31,99,96.0
100%,90%,49.26149,-123.1309,3,,2.0,$105.00,2,144,95.0
100%,95%,49.25458,-123.09297,2,1.0,1.0,$55.00,2,67,92.0
100%,0%,49.27783,-123.11536,3,2.0,2.0,$170.00,60,3,100.0
,,49.26339,-123.08925,2,1.0,0.0,$110.00,90,19,95.0
100%,,49.27862,-123.09962,4,1.0,3.0,$130.00,30,25,98.0
,,49.27028,-123.0659,4,1.0,2.0,$100.00,30,67,97.0
100%,68%,49.25243,-123.0691,1,1.0,1.0,$38.00,30,46,99.0
,,49.23191,-123.09369,4,2.0,2.0,$250.00,4,9,100.0
100%,100%,49.27483,-123.11601,4,2.0,2.0,$135.00,30,22,99.0
90%,88%,49.24963,-123.07277,2,1.0,1.0,$69.00,1,135,93.0
,,49.23062,-123.03803,2,1.0,1.0,$72.00,3,121,97.0
,,49.28311,-123.13196,2,1.0,1.0,$70.00,30,0,
100%,100%,49.27604,-123.0988,4,1.0,1.0,$102.00,2,80,98.0
100%,95%,49.27465,-123.15155,7,4.0,4.0,$398.00,7,5,96.0
100%,100%,49.27805,-123.12536,4,2.0,2.0,$500.00,30,21,85.0
63%,0%,49.29034,-123.13968,1,,1.0,$80.00,60,1,100.0
,100%,49.25368,-123.09956,3,2.0,3.0,$150.00,3,4,85.0
100%,100%,49.2756,-123.11176,4,2.0,2.0,$295.00,30,11,96.0
,,49.2688,-123.18376,5,3.0,3.0,$225.00,5,1,80.0
,,49.28091,-123.11861,3,1.0,1.0,$180.00,60,61,96.0
100%,65%,49.28106,-123.13655,2,,1.0,$99.00,90,91,99.0
100%,70%,49.27719,-123.11185,3,2.0,3.0,$110.00,365,0,
100%,100%,49.27662,-123.096,3,,1.0,$63.00,10,301,97.0
100%,100%,49.2732,-123.12485,4,2.0,2.0,$245.00,30,91,98.0
100%,65%,49.28082,-123.13453,2,,1.0,$79.00,90,61,99.0
,,49.26464,-123.0651,4,2.0,2.0,$125.00,4,5,96.0
100%,91%,49.25904,-123.12737,4,1.0,1.0,$120.00,3,53,99.0
100%,67%,49.26132,-123.08084,3,1.0,1.0,$110.00,14,77,95.0
,0%,49.2785,-123.10929,2,1.0,1.0,$110.00,31,25,99.0
,,49.27547,-123.12492,2,1.0,1.0,$110.00,31,24,88.0
90%,77%,49.27895,-123.12466,4,2.0,3.0,$97.00,3,65,89.0
,,49.26111,-123.07595,1,1.0,1.0,$99.00,2,34,99.0
100%,90%,49.25521,-123.11131,2,1.0,1.0,$65.00,30,30,98.0
100%,81%,49.2581,-123.05409,2,1.0,2.0,$58.00,10,33,98.0
,,49.24796,-123.09164,2,,1.0,$68.00,6,6,100.0
100%,88%,49.27237,-123.18102,2,2.0,3.0,$300.00,3,32,100.0
,,49.26029,-123.17737,11,5.0,6.0,$625.00,3,8,98.0
100%,64%,49.27207,-123.15573,2,2.0,2.0,$199.00,60,35,94.0
100%,85%,49.22846,-123.09686,5,2.0,3.0,$120.00,6,96,98.0
0%,50%,49.25203,-123.08339,2,1.0,1.0,$41.00,2,93,95.0
,,49.2678,-123.16855,2,1.0,1.0,$79.00,3,3,100.0
,,49.24253,-123.19344,5,4.0,5.0,$119.00,30,2,90.0
100%,50%,49.24984,-123.11016,2,1.0,0.0,$55.00,7,93,95.0
100%,95%,49.25945,-123.09143,4,2.0,2.0,$105.00,2,213,96.0
100%,81%,49.25735,-123.05444,3,1.0,2.0,$64.00,7,68,95.0
100%,100%,49.25568,-123.11845,1,1.0,1.0,$85.00,30,1,100.0
,,49.27047,-123.10158,2,1.0,2.0,$250.00,31,40,99.0
100%,81%,49.25754,-123.05546,1,1.0,1.0,$54.00,10,37,97.0
100%,95%,49.26304,-123.09238,2,,1.0,$129.00,2,91,98.0
100%,,49.28,-123.03955,2,1.0,1.0,$93.00,1,80,99.0
100%,86%,49.28033,-123.1008,3,1.0,1.0,$95.00,30,10,96.0
,,49.21915,-123.10273,5,3.0,3.0,$105.00,30,22,99.0
50%,100%,49.2804,-123.13603,3,,1.0,$102.00,30,173,90.0
,,49.27371,-123.05007,1,1.0,1.0,$68.00,186,0,
100%,85%,49.28295,-123.12323,3,2.0,2.0,$140.00,30,32,99.0
,,49.24794,-123.08124,6,4.0,4.0,$225.00,4,2,90.0
,,49.26023,-123.09239,6,3.0,3.0,$475.00,2,29,99.0
,,49.21929,-123.07629,1,1.0,2.0,$27.00,180,2,40.0
100%,75%,49.27098,-123.16064,2,1.0,0.0,$132.00,30,19,80.0
,100%,49.28959,-123.05161,2,1.0,2.0,$50.00,3,320,94.0
100%,100%,49.2708,-123.20611,2,,1.0,$106.00,2,273,96.0
70%,100%,49.26672,-123.16668,2,1.0,1.0,$162.00,1,6,100.0
,,49.24738,-123.10184,6,4.0,4.0,$400.00,4,8,98.0
,,49.25716,-123.0724,1,1.0,1.0,$56.00,30,7,94.0
,,49.26017,-123.05562,4,1.0,2.0,$85.00,2,153,92.0
,,49.28143,-123.1256,4,1.0,2.0,$143.00,90,4,100.0
,0%,49.26346,-123.0526,3,1.0,1.0,$145.00,2,59,98.0
,,49.28003,-123.06204,6,2.0,3.0,$120.00,3,39,94.0
100%,96%,49.26587,-123.0999,5,1.0,2.0,$139.00,1,31,96.0
100%,95%,49.27874,-123.12306,4,1.0,2.0,$142.00,1,164,98.0
,,49.27752,-123.11993,2,1.0,2.0,$115.00,30,193,95.0
100%,100%,49.28377,-123.1061,2,1.0,1.0,$178.00,90,21,100.0
100%,100%,49.21055,-123.14073,6,2.0,2.0,$120.00,30,60,91.0
100%,100%,49.20925,-123.14259,6,2.0,2.0,$120.00,30,56,92.0
,100%,49.28389,-123.0991,2,1.0,1.0,$110.00,30,119,99.0
,,49.28284,-123.11286,2,1.0,1.0,$70.00,1,2,60.0
,,49.25357,-123.09021,4,2.0,2.0,$185.00,1,2,100.0
100%,,49.27532,-123.11394,2,1.0,1.0,$115.00,60,0,
70%,100%,49.26682,-123.16654,4,2.0,0.0,$239.00,1,0,
100%,100%,49.25614,-123.11331,4,2.0,2.0,$109.00,30,62,99.0
,,49.2564,-123.09368,5,2.0,1.0,$79.00,14,10,95.0
100%,77%,49.25956,-123.15474,3,1.0,1.0,$195.00,2,1,100.0
,,49.27782,-123.12991,2,1.0,1.0,$215.00,2,41,97.0
100%,100%,49.27269,-123.15382,4,1.0,2.0,$95.00,30,29,89.0
60%,78%,49.28847,-123.01739,4,1.0,1.0,$69.00,1,70,87.0
100%,,49.26355,-123.15325,2,1.0,1.0,$115.00,30,23,98.0
100%,100%,49.27541,-123.04736,2,1.0,1.0,$95.00,30,28,99.0
100%,50%,49.28668,-123.13599,2,,1.0,$80.00,3,185,98.0
100%,100%,49.25291,-123.11915,4,2.0,2.0,$87.00,1,163,94.0
100%,100%,49.28301,-123.12357,6,2.0,3.0,$196.00,30,60,99.0
100%,100%,49.20777,-123.14613,4,1.0,2.0,$85.00,5,56,97.0
,,49.26545,-123.14055,2,1.0,1.0,$250.00,3,23,97.0
,,49.24354,-123.07279,4,1.0,1.0,$100.00,3,3,100.0
100%,98%,49.27036,-123.06444,6,1.0,2.0,$129.00,3,79,99.0
100%,75%,49.27095,-123.17749,2,1.0,1.0,$250.00,5,48,100.0
100%,90%,49.28593,-123.11571,3,1.0,2.0,$153.00,1,56,96.0
,,49.28196,-123.10734,3,1.0,2.0,$200.00,3,74,97.0
,,49.27912,-123.10065,4,1.0,1.0,$135.00,32,41,100.0
80%,75%,49.27462,-123.12576,2,1.0,0.0,$82.00,89,32,96.0
100%,100%,49.25315,-123.17653,6,2.0,3.0,$88.00,30,163,95.0
100%,69%,49.25955,-123.15479,4,2.0,2.0,$150.00,4,43,97.0
,,49.2691,-123.10345,4,1.0,2.0,$150.00,365,32,99.0
,,49.23508,-123.1865,6,3.0,3.0,$300.00,4,4,100.0
,89%,49.29236,-123.13609,3,1.0,1.0,$119.00,30,75,98.0
81%,64%,49.25319,-123.03326,1,1.0,1.0,$31.00,30,36,96.0
90%,100%,49.27272,-123.06948,4,2.0,4.0,$150.00,5,84,96.0
100%,0%,49.26336,-123.1878,4,2.0,2.0,$125.00,3,73,95.0
,,49.25747,-123.07134,6,3.0,3.0,$200.00,5,18,92.0
,,49.26823,-123.16443,6,3.0,4.0,$350.00,7,11,84.0
100%,91%,49.27779,-123.08743,6,3.0,3.0,$314.00,30,124,99.0
100%,99%,49.27812,-123.10039,4,1.0,2.0,$102.00,2,285,92.0
100%,100%,49.25919,-123.16995,4,2.0,2.0,$250.00,3,137,100.0
,,49.27431,-123.15094,4,1.0,2.0,$130.00,30,53,95.0
93%,36%,49.28895,-123.12606,4,2.0,2.0,$79.00,30,3,80.0
100%,100%,49.2347,-123.09793,2,1.0,1.0,$101.00,30,36,99.0
80%,79%,49.23359,-123.04695,1,1.0,1.0,$80.00,30,29,98.0
100%,90%,49.22857,-123.15773,3,1.0,1.0,$95.00,2,183,96.0
100%,,49.27211,-123.1539,4,2.0,2.0,$140.00,180,1,
100%,91%,49.2477,-123.11188,5,2.0,2.0,$145.00,4,99,98.0
,100%,49.26107,-123.11587,4,1.0,2.0,$90.00,90,33,97.0
,,49.24781,-123.06591,1,1.0,1.0,$35.00,30,6,100.0
100%,91%,49.28024,-123.04351,2,,1.0,$67.00,5,102,98.0
,,49.24616,-123.0657,2,1.0,0.0,$40.00,30,6,97.0
,,49.27864,-123.11727,4,1.0,3.0,$177.00,2,15,97.0
100%,79%,49.24626,-123.09144,11,5.0,7.0,$750.00,3,18,98.0
100%,94%,49.26907,-123.17436,6,3.0,3.0,$425.00,3,85,100.0
,,49.27928,-123.1249,2,1.0,1.0,$135.00,3,104,98.0
,100%,49.22699,-123.09834,2,1.0,1.0,$95.00,7,14,94.0
,,49.24719,-123.06355,2,1.0,1.0,$45.00,30,5,92.0
100%,100%,49.28048,-123.10937,2,1.0,2.0,$169.00,1,72,97.0
100%,71%,49.26311,-123.17426,2,,1.0,$70.00,30,47,99.0
,100%,49.26,-123.11831,2,,1.0,$130.00,180,35,99.0
90%,73%,49.27922,-123.12049,4,2.0,3.0,$250.00,2,139,94.0
100%,100%,49.27539,-123.13316,2,,1.0,$80.00,30,35,96.0
100%,0%,49.26999,-123.16867,3,1.0,2.0,$76.00,1,191,99.0
,,49.26113,-123.07866,6,3.0,3.0,$250.00,3,1,100.0
100%,100%,49.27017,-123.20673,2,1.0,1.0,$88.00,3,133,99.0
100%,96%,49.26045,-123.16306,4,2.0,2.0,$195.00,30,30,90.0
100%,100%,49.2908,-123.12712,2,,1.0,$90.00,60,65,100.0
10%,0%,49.26469,-123.10397,6,2.0,2.0,$151.00,30,14,97.0
,,49.27046,-123.1572,4,2.0,2.0,$161.00,21,49,98.0
100%,100%,49.2449,-123.07457,4,2.0,2.0,$90.00,2,121,96.0
100%,96%,49.28021,-123.06581,6,2.0,2.0,$189.00,30,14,99.0
,,49.22312,-123.0865,2,1.0,1.0,$95.00,2,112,96.0
100%,90%,49.28641,-123.11897,3,1.0,2.0,$151.00,1,44,99.0
100%,90%,49.28622,-123.119,2,1.0,1.0,$75.00,1,31,97.0
100%,96%,49.27858,-123.12091,2,1.0,1.0,$120.00,2,26,98.0
100%,100%,49.28095,-123.10491,2,,1.0,$149.00,30,50,95.0
100%,89%,49.28256,-123.12658,4,2.0,2.0,$279.00,30,29,97.0
100%,75%,49.27235,-123.16137,2,1.0,1.0,$129.00,30,48,96.0
100%,100%,49.27648,-123.04172,5,2.0,3.0,$106.00,2,87,100.0
,,49.28295,-123.10105,3,1.0,1.0,$150.00,30,16,97.0
100%,,49.25291,-123.08406,13,6.0,8.0,"$1,499.00",3,49,98.0
90%,71%,49.26448,-123.12735,4,2.0,3.0,$170.00,2,83,97.0
93%,87%,49.26403,-123.06873,4,1.0,1.0,$93.00,180,0,
100%,100%,49.28252,-123.12331,2,1.0,1.0,$105.00,30,24,100.0
100%,100%,49.24887,-123.18715,6,3.0,4.0,$400.00,3,73,98.0
100%,90%,49.24926,-123.06812,2,1.0,1.0,$125.00,1,7,97.0
,,49.26945,-123.15291,2,1.0,1.0,$99.00,1,13,97.0
100%,83%,49.28528,-123.11284,3,1.0,1.0,$139.00,30,3,100.0
,,49.26567,-123.13877,4,,3.0,$89.00,30,4,90.0
90%,71%,49.26274,-123.12739,2,1.0,1.0,$60.00,80,44,99.0
,,49.28188,-123.10724,3,1.0,2.0,$185.00,2,9,93.0
100%,71%,49.25859,-123.07775,6,3.0,4.0,$275.00,5,25,99.0
100%,65%,49.28043,-123.12521,2,1.0,1.0,$119.00,30,42,99.0
100%,100%,49.26727,-123.14131,2,1.0,1.0,$106.00,2,147,99.0
,,49.26367,-123.15108,2,1.0,1.0,$120.00,180,11,94.0
100%,94%,49.25394,-123.10394,4,1.0,2.0,$129.00,1,252,97.0
100%,63%,49.2847,-123.13973,4,1.0,1.0,$159.00,30,72,90.0
100%,96%,49.27936,-123.12572,2,1.0,1.0,$85.00,30,33,98.0
100%,55%,49.29025,-123.13413,1,1.0,1.0,$47.00,1,82,96.0
100%,100%,49.2153,-123.14121,6,3.0,5.0,$160.00,3,58,95.0
,75%,49.24835,-123.08046,4,2.0,2.0,$68.00,14,12,88.0
100%,97%,49.28213,-123.10826,2,1.0,1.0,$150.00,90,1,100.0
100%,100%,49.2673,-123.15818,6,3.0,3.0,$225.00,7,116,98.0
,,49.27393,-123.06639,2,1.0,1.0,$100.00,30,0,
,,49.21658,-123.10693,4,2.0,2.0,$101.00,2,53,85.0
100%,89%,49.27862,-123.11938,2,,1.0,$75.00,31,25,97.0
100%,97%,49.27508,-123.11821,3,2.0,2.0,$188.00,31,20,95.0
100%,100%,49.25348,-123.12639,4,1.0,2.0,$150.00,3,74,99.0
100%,75%,49.21037,-123.11773,4,1.0,2.0,$89.00,30,72,94.0
87%,43%,49.28374,-123.10238,4,2.0,2.0,$313.00,2,171,97.0
,,49.24931,-123.09618,6,4.0,3.0,$209.00,4,14,97.0
100%,,49.28131,-123.13669,1,1.0,1.0,$78.00,180,1,80.0
93%,87%,49.27538,-123.1273,4,1.0,1.0,$88.00,30,4,90.0
100%,72%,49.2781,-123.12777,2,,2.0,$70.00,30,91,92.0
100%,100%,49.21434,-123.13249,2,1.0,1.0,$79.00,3,24,97.0
,,49.27488,-123.11524,4,2.0,2.0,$125.00,30,4,100.0
,,49.27011,-123.14099,4,2.0,2.0,$110.00,30,0,
,,49.26098,-123.07341,2,1.0,1.0,$38.00,3,41,98.0
93%,87%,49.27654,-123.12541,5,2.0,2.0,$234.00,30,0,
,,49.28125,-123.12762,2,,1.0,$120.00,30,16,99.0
100%,85%,49.27754,-123.12414,2,1.0,1.0,$120.00,30,20,99.0
100%,86%,49.25061,-123.11302,6,3.0,4.0,$199.00,30,9,100.0
,,49.27894,-123.10754,2,1.0,1.0,$200.00,30,27,96.0
100%,100%,49.23797,-123.05422,4,1.0,2.0,$50.00,30,152,97.0
100%,,49.23444,-123.1012,4,2.0,3.0,$189.00,30,102,98.0
100%,,49.23469,-123.09728,1,1.0,1.0,$31.00,89,8,100.0
,,49.28173,-123.10797,4,1.0,3.0,$119.00,2,61,97.0
100%,94%,49.25977,-123.05534,4,1.0,2.0,$78.00,2,162,96.0
,78%,49.2585,-123.10986,2,,2.0,$95.00,30,31,95.0
100%,100%,49.25275,-123.09144,1,1.0,1.0,$35.00,2,80,91.0
100%,100%,49.27555,-123.03998,5,2.0,3.0,$229.00,2,19,96.0
100%,100%,49.26493,-123.06927,4,1.0,2.0,$177.00,3,226,97.0
,,49.23124,-123.09689,4,1.0,1.0,$99.00,1,112,98.0
100%,89%,49.27927,-123.1165,2,,1.0,$224.00,1,4,90.0
,,49.25573,-123.08344,4,,1.0,$150.00,3,38,94.0
100%,92%,49.27781,-123.12976,2,1.0,1.0,$200.00,1,158,99.0
,,49.24255,-123.15148,8,4.0,4.0,$440.00,7,2,100.0
100%,89%,49.24975,-123.10195,6,2.0,3.0,$102.00,4,75,97.0
81%,64%,49.25456,-123.03492,1,1.0,1.0,$43.00,30,25,91.0
,100%,49.28874,-123.13165,2,1.0,1.0,$68.00,2,36,96.0
100%,100%,49.24775,-123.16692,2,1.0,1.0,$85.00,1,250,98.0
100%,67%,49.2505,-123.10522,8,3.0,4.0,$199.00,3,1,100.0
,,49.28259,-123.10313,4,2.0,2.0,$207.00,2,225,98.0
50%,100%,49.2551,-123.18658,6,2.0,3.0,$220.00,1,181,96.0
100%,100%,49.24258,-123.13438,2,1.0,1.0,$55.00,1,180,90.0
100%,100%,49.24281,-123.13318,2,1.0,1.0,$55.00,1,135,87.0
100%,0%,49.27493,-123.09964,2,1.0,1.0,$80.00,2,60,97.0
,100%,49.26158,-123.08473,2,1.0,1.0,$62.00,6,32,92.0
,,49.26952,-123.06592,2,1.0,1.0,$150.00,2,90,95.0
100%,96%,49.26029,-123.16521,6,3.0,3.0,$900.00,30,27,97.0
100%,96%,49.28235,-123.13587,2,,1.0,$99.00,30,124,98.0
100%,100%,49.22964,-123.17569,4,2.0,2.0,$139.00,1,2,90.0
100%,94%,49.2203,-123.03021,6,2.0,4.0,$78.00,1,97,96.0
,,49.25814,-123.07511,4,1.0,2.0,$110.00,30,51,98.0
,,49.27562,-123.06066,4,3.0,3.0,$84.00,100,12,84.0
100%,91%,49.27995,-123.10903,4,1.0,1.0,$132.00,2,369,98.0
100%,70%,49.28378,-123.10877,3,2.0,2.0,$350.00,120,5,100.0
100%,100%,49.27216,-123.20664,10,5.0,7.0,$251.00,5,1,100.0
,75%,49.24386,-123.03948,1,,0.0,$62.00,30,46,98.0
100%,89%,49.26597,-123.11689,7,4.0,4.0,$339.00,30,61,99.0
